Title,Link,authors,year,abstract_text,source_url,title
"Identification of metagenome-assembled genomes containing antimicrobial resistance genes, isolated from an advanced water treatment facility.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118179/,"Blake W Stamps, John R Spear",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118179/,"Identification of Metagenome-Assembled Genomes Containing Antimicrobial Resistance Genes, Isolated from an Advanced Water Treatment Facility"
Nature of pre-earthquake phenomena and their effects on living organisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4494396/,"Friedemann Freund, Viktor Stolc",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4494396/,Nature of Pre-Earthquake Phenomena and their Effects on Living Organisms
The rapid diagnosis and effective inhibition of coronavirus using spike antibody attached gold nanoparticles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8323809/,"Avijit Pramanik, Ye Gao, Shamily Patibandla, Dipanwita Mitra, Martin G McCandless, Lauren A Fassero, Kalein Gates, Ritesh Tandon, Paresh Chandra Ray",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8323809/,The rapid diagnosis and effective inhibition of coronavirus using spike antibody attached gold nanoparticles
Blocking SARS-CoV-2 Delta variant (B.1.617.2) spike protein receptor-binding domain binding with the ACE2 receptor of the host cell and inhibiting virus infections using human host defense peptide-conjugated graphene quantum dots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8886715/,"Avijit Pramanik, Poonam C Sharma, Shamily Patibandla, Ye Gao, Vinod Ruppa-Kasani, Jagruti Goli, Animesh Kumar, Abhirup Chatterjee, Sudarson Sekhar Sinha, John T Bates, Michael A Bierdeman, Ritesh Tandon, Paresh Chandra Ray",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8886715/,Blocking SARS-CoV-2 Delta Variant (B.1.617.2) Spike Protein Receptor-Binding Domain Binding with the ACE2 Receptor of the Host Cell and Inhibiting Virus Infections Using Human Host Defense Peptide-Conjugated Graphene Quantum Dots
Safety and pharmacokinetics of intranasally administered heparin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8890767/,"Hannah M Harris, Katherine L Boyet, Hao Liu, Rohini Dwivedi, Nicole M Ashpole, Ritesh Tandon, Gene L Bidwell, III, Zhi Cheng, Lauren A Fassero, Christian S Yu, Vitor H Pomin, Dipanwita Mitra, Kerri A Harrison, Eric Dahl, Bill J Gurley, Arun Kumar Kotha, Mahavir Bhupal Chougule, Joshua S Sharp",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8890767/,Safety and Pharmacokinetics of Intranasally Administered Heparin
Inhibition of SARS-CoV-2 wild-type (Wuhan-Hu-1) and Delta (B.1.617.2) strains by marine sulfated glycans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9487896/,"Rohini Dwivedi, Poonam Sharma, Marwa Farrag, Seon Beom Kim, Lauren A Fassero, Ritesh Tandon, Vitor H Pomin",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9487896/,Inhibition of SARS-CoV-2 wild-type (Wuhan-Hu-1) and Delta (B.1.617.2) strains by marine sulfated glycans
Inhibition of Cytomegalovirus by Pentacta pygmaea Fucosylated Chondroitin Sulfate Depends on Its Molecular Weight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142442/,"Poonam Sharma, Rohini Dwivedi, Priya Ray, Jayanti Shukla, Vitor H Pomin, Ritesh Tandon",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142442/,Inhibition of Cytomegalovirus by Pentacta pygmaea Fucosylated Chondroitin Sulfate Depends on Its Molecular Weight
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,"Satish K Mehta, Douglass M Diak, Sara Bustos-Lopez, Mayra Nelman-Gonzalez, Xi Chen, Ianik Plante, Stephen J Stray, Ritesh Tandon, Brian E Crucian",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,Effect of Simulated Cosmic Radiation on Cytomegalovirus Reactivation and Lytic Replication
A Tissue Retrieval and Postharvest Processing Regimen for Rodent Reproductive Tissues Compatible with Long-Term Storage on the International Space Station and Postflight Biospecimen Sharing Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309301/,"Vijayalaxmi Gupta, Lesya Holets-Bondar, Katherine F Roby, George Enders, Joseph S Tash",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309301/,A Tissue Retrieval and Postharvest Processing Regimen for Rodent Reproductive Tissues Compatible with Long-Term Storage on the International Space Station and Postflight Biospecimen Sharing Program
Effects of sex and gender on adaptations to space: reproductive health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,"Begum Aydogan Mathyk, Marshall Tabetah, Rashid Karim, Victoria Zaksas, JangKeun Kim, R I Anu, Masafumi Muratani, Alexia Tasoula, Ruth Subhash Singh, Yen-Kai Chen, Eliah Overbey, Jiwoon Park, Henry Cope, Hossein Fazelinia, Davide Povero, Joseph Borg, Remi V Klotz, Min Yu, Steven L Young, Christopher E Mason, Nathaniel Szewczyk, Riley M St Clair, Fathi Karouia, Afshin Beheshti",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,Spaceflight induces changes in gene expression profiles linked to insulin and estrogen
Effects of spaceflight on the muscles of the murine shoulder.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6343501/,"Alix C Deymier, Andrea G Schwartz, Zhounghou Cai, Tyrone L Daulton, Jill D Pasteris, Guy M Genin, Stavros Thomopoulos",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6343501/,The multiscale structural and mechanical effects of mouse supraspinatus muscle unloading on the mature enthesis
Multiscale effects of spaceflight on murine tendon and bone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138367/,"Alix C Deymier, Andrea G Schwartz, Chanteak Lim, Brian Wingender, Akhilesh Kotiya, Hua Shen, Matthew J Silva, Stavros Thomopoulos",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138367/,Multiscale effects of spaceflight on murine tendon and bone
Reproducible changes in the gut microbiome suggest a shift in microbial and host metabolism during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6689164/,"Peng Jiang, Stefan J Green, George E Chlipala, Fred W Turek, Martha Hotz Vitaterna",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6689164/,Reproducible changes in the gut microbiome suggest a shift in microbial and host metabolism during spaceflight
Failure to Generate Bone Marrow Adipocytes Does Not Protect Mice from Ovariectomy-Induced Osteopenia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3564669/,"Urszula T Iwaniec, Russell T Turner",2012,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3564669/,Failure to Generate Bone Marrow Adipocytes Does Not Protect Mice from Ovariectomy-Induced Osteopenia
Acute exposure to high dose gamma-radiation results in transient activation of bone lining cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4042434/,"Russell T Turner, Urszula T Iwaniec, Carmen P Wong, Laurence B Lindenmaier, Lindsay A Wagner, Adam J Branscum, Scott A Menn, James Taylor, Ye Zhang, Honglu Wu, Jean D Sibonga",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4042434/,Acute Exposure to High Dose γ-Radiation Results in Transient Activation of Bone Lining Cells
Morbid obesity attenuates the skeletal abnormalities associated with leptin deficiency in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4161659/,"Russell T Turner, Kenneth A Philbrick, Carmen P Wong, Dawn A Olson, Adam J Branscum, Urszula T Iwaniec",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4161659/,Morbid Obesity Attenuates the Skeletal Abnormalities Associated with Leptin Deficiency in Mice
Hypothalamic leptin gene therapy reduces body weight without accelerating age-related bone loss,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4917201/,"Russell T Turner, Michael Dube, Adam J Branscum, Carmen P Wong, Dawn A Olson, Xiaoying Zhong, Mercedes F Kweh, Iske V Larkin, Thomas J Wronski, Clifford J Rosen, Satya P Kalra, Urszula T Iwaniec",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4917201/,Hypothalamic Leptin Gene Therapy Reduces Body Weight without Accelerating Age-Related Bone Loss
Hypothalamic Leptin Gene Therapy Reduces Bone Marrow Adiposity in ob/ob Mice Fed Regular and High-Fat Diets.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4985531/,"Laurence B Lindenmaier, Kenneth A Philbrick, Adam J Branscum, Satya P Kalra, Russell T Turner, Urszula T Iwaniec",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4985531/,Hypothalamic Leptin Gene Therapy Reduces Bone Marrow Adiposity in ob/ob Mice Fed Regular and High-Fat Diets
Room temperature housing results in premature cancellous bone loss in growing female mice: implications for the mouse as a preclinical model for age-related bone loss.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5421618/,"Urszula T Iwaniec, Kenneth A Philbrick, Carmen P Wong, Jody L Gordon, Arianna M Kahler-Quesada, Dawn A Olson, Adam J Branscum, Jennifer L Sargent, Victoria E DeMambro, Clifford J Rosen, Russell T Turner",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5421618/,Room Temperature Housing Results in Premature Cancellous Bone Loss in Growing Female Mice: Implications for the Mouse as a Preclinical Model for Age-Related Bone Loss
Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515514/,"Jessica A Keune, Kenneth A Philbrick, Adam J Branscum, Urszula T Iwaniec, Russell T Turner",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515514/,Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation
Role of oestrogen receptor signaling in skeletal response to leptin in female ob/ob mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671758/,"Lin-Yu Jin, Chen Guo, Shuai Xu, Hai-Ying Liu, Xin-Feng Li",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671758/,The Role of Estrogen Receptor α in Response to Longitudinal Bone Growth in ob/ob Mice
Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5771473/,"Kenneth A Philbrick, Stephen A Martin, Amy R Colagiovanni, Adam J Branscum, Russell T Turner, Urszula T Iwaniec",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5771473/,Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice
Leptin stimulates bone formation in ob/ob mice at doses having minimal impact on energy metabolism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/,"Kenneth A Philbrick, Carmen P Wong, Adam J Branscum, Russell T Turner, Urszula T Iwaniec",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/,Leptin Stimulates Bone Formation in ob/ob Mice at Doses Having Minimal Impact on Energy Metabolism
Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/,"Jessica A Keune, Carmen P Wong, Adam J Branscum, Urszula T Iwaniec, Russell T Turner",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/,Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice
Metabolic Coupling Between Bone Marrow Adipose Tissue and Hematopoiesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9784906/,"Jasmine Nour, Annalisa Moregola, Monika Svecla, Lorenzo Da Dalt, Rossella Bellini, Olivier Neyrolles, Gian Paolo Fadini, Yoann Rombouts, Mattia Albiero, Fabrizia Bonacina, Giuseppe Danilo Norata",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9784906/,Mannose Receptor Deficiency Impacts Bone Marrow and Circulating Immune Cells during High Fat Diet Induced Obesity
Maintenance of near normal bone mass and architecture in lethally irradiated female mice following adoptive transfer with as few as 750 purified hematopoietic stem cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/,"Richard T Deyhle, Jr, Carmen P Wong, Stephen A Martin, Melissa Q McDougall, Dawn A Olson, Adam J Branscum, Scott A Menn, Urszula T Iwaniec, David M Hamby, Russell T Turner",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/,Maintenance of Near Normal Bone Mass and Architecture in Lethally Irradiated Female Mice following Adoptive Transfer with as few as 750 Purified Hematopoietic Stem Cells
Effect of leptin deficiency on the skeletal response to hindlimb unloading in adult male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/,"Jessica A Keune, Adam J Branscum, Carmen P Wong, Urszula T Iwaniec, Russell T Turner",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/,Effect of Leptin Deficiency on the Skeletal Response to Hindlimb Unloading in Adult Male Mice
Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/,"Stephen A Martin, Kenneth A Philbrick, Carmen P Wong, Dawn A Olson, Adam J Branscum, Donald B Jump, Charles K Marik, Jonathan M DenHerder, Jennifer L Sargent, Russell T Turner, Urszula T Iwaniec",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/,Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice
Effects of Spaceflight on Cancellous and Cortical Bone in Proximal Femur in Growing Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/,"Amanda Gamboa, Adam J Branscum, Dawn A Olson, Lara H Sattgast, Urszula T Iwaniec, Russell T Turner",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/,Effects of spaceflight on cancellous and cortical bone in proximal femur in growing rats
Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/,"Carmen P Wong, Urszula T Iwaniec, Russell T Turner",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/,Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station
Leptin and environmental temperature as determinants of bone marrow adiposity in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9582271/,"Russell T Turner, Kira L Nesser, Kenneth A Philbrick, Carmen P Wong, Dawn A Olson, Adam J Branscum, Urszula T Iwaniec",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9582271/,Leptin and environmental temperature as determinants of bone marrow adiposity in female mice
Small changes in thermoregulation influence cancellous bone turnover balance in distal femur metaphysis in growing female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10063413/,"Lara H Sattgast, Carmen P Wong, Adam J Branscum, Dawn A Olson, Allan M Aguirre-Burk, Urszula T Iwaniec, Russell T Turner",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10063413/,Small changes in thermoregulation influence cancellous bone turnover balance in distal femur metaphysis in growing female mice
Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/,"Jessica A Keune, Carmen P Wong, Adam J Branscum, Scott A Menn, Urszula T Iwaniec, Russell T Turner",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/,Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System following Irradiation in Male Mice
Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/,"Camilla Urbaniak, Tristan Grams, Christopher E Mason, Kasthuri Venkateswaran",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/,Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure
Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/,"Donatella Tesei, Anna Jewczynko, Anne M Lynch, Camilla Urbaniak",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/,Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions
Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,"Rosa Santomartino, Nils J H Averesch, Marufa Bhuiyan, Charles S Cockell, Jesse Colangelo, Yosephine Gumulya, Benjamin Lehner, Ivanna Lopez-Ayala, Sean McMahon, Anurup Mohanty, Sergio R Santa Maria, Camilla Urbaniak, Rik Volger, Jiseon Yang, Luis Zea",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms
Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/,"Alejandro Bilbao, Amar K Patel, Mizanur Rahman, Siva A Vanapalli, Jerzy Blawzdziewicz",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/,Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media
Microfluidic Device for Studying Nematodes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/,"Nikita S Jhaveri, Maya K Mastronardo, JB Collins, Erik C Andersen",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/,Development of a size-separation technique to isolate Caenorhabditis elegans embryos using mesh filters
NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,"Mizanur Rahman, Jennifer E Hewitt, Frank Van-Bussel, Hunter Edwards, Jerzy Blawzdziewicz, Nathaniel J Szewczyk, Monica Driscoll, Siva A Vanapalli",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans
"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,"Ricardo Laranjeiro, Girish Harinath, Jennifer E Hewitt, Jessica H Hartman, Mary Anne Royal, Joel N Meyer, Siva A Vanapalli, Monica Driscoll",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration"
Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,"Amelia K Pollard, Christopher J Gaffney, Colleen S Deane, Michele Balsamo, Michael Cooke, Rebecca A Ellwood, Jennifer E Hewitt, Beata E Mierzwa, Alessandro Mariani, Siva A Vanapalli, Timothy Etheridge, Nathaniel J Szewczyk",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,Molecular Muscle Experiment: Hardware and Operational Lessons for Future Astrobiology Space Experiments
Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,"Shasika Jayarathne, Latha Ramalingam, Hunter Edwards, Siva A Vanapalli, Naima Moustaid-Moussa",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways
A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,"Hiroshi Qadota, Jasmine C Moody, Leila Lesanpezeshki, Taylor Moncrief, Deborah Kitzler, Purnima Devaki Bhat, Siva A Vanapalli, Andres F Oberhauser, Guy M Benian",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,A Region of UNC-89 (obscurin) Lying Between Two Protein Kinase Domains is a Highly Elastic Spring Required for Proper Sarcomere Organization
NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,"Mizanur Rahman, Hunter Edwards, Nikolajs Birze, Rebecca Gabrilska, Kendra P Rumbaugh, Jerzy Blawzdziewicz, Nathaniel J Szewczyk, Monica Driscoll, Siva A Vanapalli",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans
Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,"Ricardo Laranjeiro, Girish Harinath, Amelia K Pollard, Christopher J Gaffney, Colleen S Deane, Siva A Vanapalli, Timothy Etheridge, Nathaniel J Szewczyk, Monica Driscoll",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans
Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,"Purushottam Soni, Taslim Anupom, Leila Lesanpezeshki, Mizanur Rahman, Jennifer E Hewitt, Matthew Vellone, Louis Stodieck, Jerzy Blawzdziewicz, Nathaniel J Szewczyk, Siva A Vanapalli",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station
A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,"Taslim Anupom, Siva A Vanapalli",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight
Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,"Adriana Raluca Vintila, Luke Slade, Michael Cooke, Craig R G Willis, Roberta Torregrossa, Mizanur Rahman, Taslim Anupom, Siva A Vanapalli, Christopher J Gaffney, Nima Gharahdaghi, Csaba Szabo, Nathaniel J Szewczyk, Matthew Whiteman, Timothy Etheridge",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans
Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,"Luke Slade, Shelby E Bollen, Joseph J Bass, Bethan E Phillips, Kenneth Smith, Daniel J Wilkinson, Nathaniel J Szewczyk, Philip J Atherton, Timothy Etheridge",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,Bisphosphonates attenuate age‐related muscle decline in Caenorhabditis elegans
Spaceflight Induces Strength Decline in Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,"Purushottam Soni, Hunter Edwards, Taslim Anupom, Mizanur Rahman, Leila Lesanpezeshki, Jerzy Blawzdziewicz, Henry Cope, Nima Gharahdaghi, Daniel Scott, Li Shean Toh, Philip M Williams, Timothy Etheridge, Nathaniel Szewczyk, Craig R G Willis, Siva A Vanapalli",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,Spaceflight Induces Strength Decline in Caenorhabditis elegans
Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,"Georgios Marinos, Inga K Hamerich, Reena Debray, Nancy Obeng, Carola Petersen, Jan Taubenheim, Johannes Zimmermann, Dana Blackburn, Buck S Samuel, Katja Dierking, Andre Franke, Matthias Laudes, Silvio Waschina, Hinrich Schulenburg, Christoph Kaleta",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,"Henry Cope, Jonas Elsborg, Samuel Demharter, J Tyson McDonald, Chiara Wernecke, Hari Parthasarathy, Hriday Unadkat, Mira Chatrathi, Jennifer Claudio, Sigrid Reinsch, Pinar Avci, Sara R Zwart, Scott M Smith, Martina Heer, Masafumi Muratani, Cem Meydan, Eliah Overbey, Jangkeun Kim, Christopher R Chin, Jiwoon Park, Jonathan C Schisler, Christopher E Mason, Nathaniel J Szewczyk, Craig R G Willis, Amr Salam, Afshin Beheshti",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology
Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,"Nadia B Haghani, Robert H Lampe, Buck S Samuel, Sreekanth H Chalasani, Molly A Matty",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,"Yohei Matsunaga, Hiroshi Qadota, Nasab Ghazal, Leila Lesanpezeshki, Till Dorendorf, Jasmine C Moody, Arnaud Ahier, Courtney J Matheny, Siva A Vanapalli, Steven Zuryn, Olga Mayans, Jennifer Q Kwong, Guy M Benian",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function
New perspectives on viable microbial communities in low-biomass cleanroom environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/,"Parag Vaishampayan, Alexander J Probst, Myron T La Duc, Emilee Bargoma, James N Benardini, Gary L Andersen, Kasthuri Venkateswaran",2012,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/,New perspectives on viable microbial communities in low-biomass cleanroom environments
Microbial existence in controlled habitats and their resistance to space conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,"Min Xie, Chen-Yu Tsai, Zachary L McAdams, Myo Oo, Mark Hansen, Maureen Dougher, Alexander Sansano, Anderson Watson, Katherine LoMauro, Rosleine Antilus-Sainte, Aaron Ericsson, Véronique Dartois, Martin Gengenbacher",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Wild mouse gut microbiota limits initial tuberculosis infection in BALB/c mice
Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/,"Aleksandra Checinska, Alexander J Probst, Parag Vaishampayan, James R White, Deepika Kumar, Victor G Stepanov, George E Fox, Henrik R Nilsson, Duane L Pierson, Jay Perry, Kasthuri Venkateswaran",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/,Microbiomes of the dust particles collected from the International Space Station and Spacecraft Assembly Facilities
